id,cuisine
35894,mexican
35900,italian
3133,spanish
35903,spanish
3137,mexican
35908,mexican
35910,italian
35911,southern_us
35914,french
35918,mexican
3151,chinese
3152,mexican
35922,mexican
38755,japanese
35928,greek
35929,mexican
33295,chinese
35932,italian
3165,french
35936,thai
16912,mexican
35941,japanese
3175,mexican
35947,mexican
35954,french
35958,spanish
35960,southern_us
35961,italian
35964,southern_us
35968,chinese
3202,southern_us
3203,spanish
3205,italian
3207,chinese
3209,cajun_creole
35983,chinese
35984,indian
35986,greek
35987,mexican
3220,mexican
35989,indian
3222,italian
35991,italian
3225,jamaican
35996,thai
33306,greek
3237,southern_us
3240,french
36009,russian
3244,italian
36015,vietnamese
3249,chinese
3251,italian
36020,cajun_creole
49694,mexican
36024,thai
36028,southern_us
36029,indian
3263,mexican
36033,southern_us
36036,british
3269,italian
36040,italian
3274,italian
3281,greek
3282,southern_us
3284,italian
36059,mexican
3292,mexican
3296,italian
36066,greek
36070,italian
3309,southern_us
36078,italian
6013,thai
36081,vietnamese
3315,french
36085,southern_us
36086,japanese
49705,italian
3321,indian
3322,french
3323,southern_us
3324,chinese
3329,british
3330,southern_us
36099,southern_us
36104,italian
36111,cajun_creole
36113,japanese
36114,korean
3350,vietnamese
3352,irish
36125,italian
3358,mexican
3363,southern_us
3369,korean
36140,southern_us
36144,italian
36146,jamaican
3387,british
38794,southern_us
3390,moroccan
36159,moroccan
36160,mexican
3397,mexican
3401,moroccan
3402,french
3403,brazilian
3404,french
36182,french
36185,chinese
36187,italian
36191,mexican
36192,irish
36194,brazilian
36195,japanese
3429,thai
36198,vietnamese
36201,french
3434,mexican
36205,french
33341,southern_us
3444,italian
36218,mexican
36219,indian
36220,korean
36222,chinese
3460,british
3461,italian
3462,mexican
3463,jamaican
36237,indian
3470,thai
36239,italian
36245,mexican
36249,jamaican
36250,french
3483,italian
3489,russian
36259,indian
3495,mexican
36264,mexican
36267,southern_us
3502,chinese
36272,vietnamese
3506,southern_us
3514,italian
36283,italian
36287,brazilian
38817,spanish
3528,cajun_creole
3529,thai
36298,japanese
3532,italian
3533,southern_us
36302,british
3537,mexican
36307,jamaican
3541,italian
3545,korean
36315,irish
36320,cajun_creole
3554,vietnamese
3557,southern_us
3558,southern_us
3560,irish
3561,southern_us
36335,italian
36339,southern_us
36340,french
36343,indian
36347,brazilian
3580,italian
3583,french
36353,italian
36354,japanese
36361,greek
3596,filipino
36366,southern_us
36367,chinese
3600,filipino
36373,thai
3610,cajun_creole
3619,italian
36390,french
3630,french
36401,filipino
3635,french
36407,italian
33375,indian
36415,indian
36418,korean
3652,southern_us
36422,vietnamese
36425,southern_us
36427,mexican
610,vietnamese
36430,british
3667,mexican
36438,southern_us
3677,thai
36457,korean
11538,thai
36462,indian
36463,vietnamese
36470,southern_us
3703,italian
36483,chinese
36484,indian
36491,italian
3725,mexican
3726,southern_us
36496,indian
3729,italian
36500,thai
3734,italian
3737,italian
3738,cajun_creole
3739,japanese
44314,mexican
3742,italian
3743,korean
36512,russian
36513,vietnamese
3753,southern_us
3755,mexican
3761,italian
3762,mexican
3764,mexican
36539,indian
36541,french
36543,southern_us
36550,greek
3785,indian
36558,japanese
38861,mexican
3792,southern_us
36562,mexican
3797,thai
36568,italian
36577,mexican
36584,french
36585,italian
3818,moroccan
36588,italian
36589,italian
36591,mexican
36593,mexican
36594,indian
3830,mexican
36600,russian
3835,italian
36605,indian
3838,cajun_creole
36607,italian
3844,italian
3846,southern_us
3847,italian
36621,mexican
36622,filipino
3856,italian
36625,moroccan
36627,irish
36628,moroccan
44334,italian
36631,southern_us
36634,mexican
36635,mexican
3870,mexican
36642,southern_us
3875,greek
36644,mexican
38876,spanish
36653,italian
3886,french
36655,korean
3889,british
3892,spanish
3893,southern_us
3895,greek
3897,italian
3903,italian
3909,indian
36678,italian
3911,mexican
3912,filipino
36681,russian
36687,spanish
36691,moroccan
3924,french
3927,filipino
3928,italian
3930,southern_us
3932,italian
3935,russian
36704,mexican
3938,mexican
3943,southern_us
36713,mexican
36714,chinese
36715,indian
36720,indian
3954,mexican
36723,italian
36724,southern_us
36725,mexican
44868,italian
3963,southern_us
36732,japanese
3965,mexican
3969,indian
3970,italian
36740,thai
36741,chinese
36743,korean
36744,mexican
36746,vietnamese
36747,southern_us
5588,southern_us
3985,indian
3987,irish
36756,indian
36758,southern_us
44356,japanese
38895,french
36764,korean
4000,southern_us
38896,indian
36772,moroccan
4006,russian
4008,mexican
36779,chinese
36782,french
4016,british
4019,british
4020,southern_us
36789,southern_us
36791,thai
4024,italian
36795,french
4029,indian
4032,mexican
4033,french
4034,moroccan
4039,greek
36811,italian
36812,italian
36813,mexican
36815,mexican
4049,mexican
4052,italian
4053,italian
36822,indian
4056,mexican
33444,italian
44367,mexican
36829,thai
36830,southern_us
36832,japanese
11811,greek
4072,british
679,italian
36846,mexican
36847,mexican
36851,mexican
4085,moroccan
36855,italian
4090,southern_us
4092,chinese
4093,mexican
4097,spanish
4099,southern_us
36869,southern_us
4102,greek
4103,southern_us
36873,italian
36876,moroccan
4112,italian
36881,italian
4117,chinese
36886,southern_us
36889,italian
36891,russian
4125,mexican
4128,jamaican
4136,indian
4139,southern_us
4143,mexican
4144,jamaican
36914,mexican
36916,vietnamese
36917,chinese
4150,italian
36920,indian
4154,mexican
36923,thai
4160,southern_us
4162,mexican
36932,cajun_creole
36933,chinese
4167,thai
36937,thai
4171,vietnamese
4172,chinese
4175,mexican
4179,mexican
36948,chinese
36951,brazilian
4184,moroccan
36954,french
4188,italian
4190,spanish
36961,mexican
36968,mexican
36969,thai
7011,italian
4209,southern_us
36981,french
36983,italian
36988,southern_us
4222,mexican
36993,mexican
36995,french
4231,french
4233,italian
4234,chinese
4236,mexican
4237,chinese
4238,french
37007,italian
37008,italian
4244,mexican
37013,indian
4247,jamaican
4251,mexican
37020,indian
4253,french
4255,mexican
37025,italian
37029,mexican
37035,french
4271,indian
4272,cajun_creole
4276,spanish
37046,moroccan
4279,mexican
4280,mexican
37054,chinese
37056,chinese
37058,southern_us
4293,mexican
4294,southern_us
33484,french
4301,indian
4302,french
37071,southern_us
4305,french
4306,cajun_creole
4311,chinese
4312,italian
4316,cajun_creole
37086,italian
4319,italian
4320,italian
4322,moroccan
4328,vietnamese
37102,italian
4336,southern_us
37105,italian
4338,mexican
37110,mexican
33493,chinese
4353,indian
37123,mexican
37124,mexican
37125,italian
37128,southern_us
4363,irish
37133,greek
33496,chinese
37138,cajun_creole
37141,southern_us
37143,british
4377,korean
37147,italian
4381,chinese
37150,british
37152,spanish
4385,french
4386,southern_us
4387,mexican
4388,mexican
33500,spanish
4398,french
4401,italian
4402,italian
4408,cajun_creole
4410,mexican
4412,korean
4416,italian
37189,vietnamese
4428,mexican
37197,chinese
4430,southern_us
37199,french
37204,mexican
37207,french
37208,mexican
4446,japanese
37216,southern_us
4450,jamaican
4452,mexican
4453,mexican
37227,italian
4461,cajun_creole
37232,russian
4465,french
4466,italian
37243,cajun_creole
37244,italian
37245,moroccan
4478,thai
4481,jamaican
41612,brazilian
37251,french
4484,french
37253,indian
37256,indian
37257,chinese
4491,moroccan
37262,french
4501,indian
4506,russian
37277,mexican
4510,thai
37279,british
4514,vietnamese
11675,japanese
4516,cajun_creole
37285,mexican
37287,italian
4522,british
37297,french
4534,southern_us
37305,chinese
37307,mexican
4540,greek
4543,french
4545,mexican
4546,moroccan
4547,mexican
4550,japanese
4553,mexican
4554,indian
37326,italian
37328,southern_us
4561,mexican
4562,brazilian
37331,italian
4571,italian
4572,french
37341,indian
6224,greek
37348,russian
37350,mexican
4583,indian
4586,greek
37356,italian
4591,indian
4594,italian
4595,indian
37365,mexican
37372,chinese
4608,indian
37378,italian
37380,vietnamese
4616,mexican
37385,chinese
4623,italian
37395,italian
37396,chinese
4633,italian
37408,southern_us
4641,southern_us
4642,french
4643,filipino
37412,spanish
4651,mexican
6237,jamaican
4657,chinese
4658,southern_us
4661,chinese
4662,southern_us
33545,southern_us
37436,mexican
4669,italian
4673,southern_us
4675,chinese
4679,italian
4683,spanish
4685,italian
4686,italian
4693,mexican
37462,italian
37463,spanish
4699,mexican
4700,mexican
37469,italian
37470,italian
4703,moroccan
37475,japanese
37476,thai
37481,spanish
37488,mexican
4721,indian
37493,italian
4727,italian
4732,southern_us
37503,french
37504,irish
37505,mexican
37511,french
37521,southern_us
4754,vietnamese
37526,southern_us
4763,italian
4767,mexican
4768,mexican
4777,italian
37549,irish
4783,southern_us
37552,chinese
4791,mexican
4794,french
37563,french
4797,indian
4798,mexican
37569,southern_us
37570,italian
4804,southern_us
4808,mexican
4809,moroccan
4811,chinese
37581,italian
37582,italian
4815,mexican
37584,korean
4819,french
37589,french
4823,indian
37592,italian
37598,indian
4831,korean
37601,italian
4834,italian
37605,italian
4838,italian
37610,greek
4847,italian
37617,indian
37618,indian
39038,italian
4855,spanish
4856,italian
37626,greek
4862,chinese
37631,jamaican
4864,chinese
4870,chinese
37642,mexican
4875,southern_us
4877,japanese
37649,thai
37652,chinese
37654,indian
4887,italian
37657,spanish
37666,southern_us
37668,indian
33585,italian
4904,mexican
37673,mexican
4907,indian
37689,chinese
37690,southern_us
4924,mexican
4925,southern_us
4928,italian
4933,indian
4936,southern_us
37706,mexican
4946,korean
4948,indian
37717,mexican
37718,mexican
37722,mexican
37723,french
4956,mexican
4961,italian
37731,italian
37733,mexican
4966,mexican
4968,indian
4972,italian
37741,vietnamese
4974,southern_us
37746,mexican
37751,southern_us
4987,moroccan
4992,italian
4994,indian
37764,french
37765,indian
37769,italian
37771,filipino
37772,italian
37774,southern_us
5008,spanish
5010,southern_us
5012,southern_us
5016,japanese
5022,thai
37791,brazilian
5024,southern_us
5026,mexican
37800,indian
37801,vietnamese
5034,mexican
37803,italian
5037,british
37806,indian
37811,italian
37812,italian
5045,italian
37815,vietnamese
5049,cajun_creole
5051,italian
5053,southern_us
5056,mexican
37825,italian
5059,mexican
37829,indian
5063,southern_us
5072,french
5076,korean
846,spanish
5079,italian
5088,vietnamese
37858,indian
37860,korean
37861,italian
5094,greek
37865,filipino
37867,mexican
5105,italian
37876,mexican
5110,french
37880,southern_us
5113,mexican
5114,mexican
5115,mexican
37886,thai
37887,french
37888,thai
37891,spanish
5126,russian
5127,italian
37897,irish
37899,italian
5134,mexican
5137,italian
37906,irish
5141,indian
5148,korean
5150,southern_us
5155,filipino
37925,japanese
37928,vietnamese
37930,greek
37933,italian
37934,italian
5169,french
5172,italian
37942,italian
37943,chinese
5176,italian
37946,italian
5181,mexican
5182,italian
5183,chinese
37952,chinese
37953,korean
37954,chinese
5188,southern_us
37960,french
37961,chinese
5195,thai
5203,southern_us
37972,vietnamese
37973,british
6330,japanese
5218,italian
5219,indian
37990,cajun_creole
5226,mexican
871,mexican
37996,russian
5231,southern_us
5234,french
38004,mexican
5238,italian
5239,chinese
38014,indian
5247,southern_us
5248,japanese
38018,italian
5252,italian
5255,brazilian
38025,japanese
5261,brazilian
38031,cajun_creole
5264,indian
5265,italian
5266,italian
5268,thai
38038,chinese
38042,indian
38047,mexican
5285,indian
5288,russian
38058,mexican
5293,mexican
5295,indian
38064,chinese
883,indian
38068,italian
38069,french
5305,cajun_creole
5306,mexican
5308,italian
5309,italian
5311,italian
5313,moroccan
38085,vietnamese
5318,indian
11809,italian
38089,french
5326,mexican
5327,chinese
5331,southern_us
38107,indian
5341,brazilian
5345,spanish
5349,spanish
5350,thai
5352,russian
38122,moroccan
5355,southern_us
38126,thai
38130,moroccan
5363,italian
38134,mexican
5367,moroccan
38136,mexican
38137,indian
5370,southern_us
5372,french
5386,filipino
38157,mexican
38159,chinese
38161,korean
5398,japanese
5400,russian
38170,mexican
38180,moroccan
38186,italian
38188,mexican
5428,italian
38197,southern_us
38200,chinese
5434,irish
39135,italian
38205,cajun_creole
38206,southern_us
5443,chinese
38216,greek
38218,french
38221,indian
5454,indian
38223,mexican
5456,british
5457,moroccan
38228,cajun_creole
5464,italian
38234,mexican
38237,southern_us
38240,italian
38241,mexican
5476,italian
38247,french
38249,italian
5482,italian
5484,brazilian
38253,thai
5486,mexican
38257,cajun_creole
5491,italian
5497,korean
38267,filipino
38270,southern_us
5503,chinese
38272,mexican
38273,moroccan
38275,italian
38277,mexican
5512,southern_us
919,italian
5516,southern_us
38290,indian
38293,irish
5526,thai
38298,italian
5531,chinese
5535,british
5536,italian
5539,chinese
5540,italian
38311,vietnamese
5545,chinese
38314,thai
38318,cajun_creole
5551,japanese
5556,italian
5558,italian
5560,moroccan
38332,italian
38333,french
38337,italian
5570,italian
38339,japanese
5582,cajun_creole
38356,italian
5591,russian
5592,italian
5594,southern_us
5596,indian
38366,southern_us
38368,chinese
38369,greek
